Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2017,Female,15 years old and over,-,-,96.31,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2017,Male,15 years old and over,-,-,99.68,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,702,Singapore,2017,Both sexes,15 years old and over,-,-,97.93,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2011,Female,15 years old and over,-,-,18.91,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2011,Male,15 years old and over,-,-,24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2011,Both sexes,15 years old and over,-,-,21.37,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2014,Female,15 years old and over,-,-,32.03,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2014,Male,15 years old and over,-,-,29.82,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2014,Both sexes,15 years old and over,-,-,30.95,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2017,Female,15 years old and over,-,-,30.42,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2017,Male,15 years old and over,-,-,31.21,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,704,Viet Nam,2017,Both sexes,15 years old and over,-,-,30.8,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2011,Female,15 years old and over,-,-,72.64,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2011,Male,15 years old and over,-,-,72.7,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2011,Both sexes,15 years old and over,-,-,72.67,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2014,Female,15 years old and over,-,-,75.44,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2014,Male,15 years old and over,-,-,81.24,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2014,Both sexes,15 years old and over,-,-,78.14,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2017,Female,15 years old and over,-,-,79.78,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2017,Male,15 years old and over,-,-,83.69,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,South-eastern Asia,764,Thailand,2017,Both sexes,15 years old and over,-,-,81.59,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2011,Female,15 years old and over,-,-,60.01,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2011,Male,15 years old and over,-,-,67.58,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2011,Both sexes,15 years old and over,-,-,63.82,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2014,Female,15 years old and over,-,-,76.25,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2014,Male,15 years old and over,-,-,81.37,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2014,Both sexes,15 years old and over,-,-,78.85,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2017,Female,15 years old and over,-,-,76.36,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2017,Male,15 years old and over,-,-,83.97,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,156,China,2017,Both sexes,15 years old and over,-,-,80.23,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2011,Female,15 years old and over,-,-,89.08,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2011,Male,15 years old and over,-,-,88.25,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2011,Both sexes,15 years old and over,-,-,88.69,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Female,15 years old and over,-,-,96.27,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Male,15 years old and over,-,-,96.01,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Both sexes,15 years old and over,-,-,96.15,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2017,Female,15 years old and over,-,-,94.7,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2017,Male,15 years old and over,-,-,95.99,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,344,China  Hong Kong Special Administrative Region,2017,Both sexes,15 years old and over,-,-,95.28,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider  by sex,Eastern Asia,410,Republic of Korea,2011,Female,15 years old and over,-,-,93.11,-,-,Percentage,Global monitoring data,-,-,-,-,-,-,-
